user,degree_cent,strength,betweenness,pagerank_l1,pagerank_l2,community,macro_community,role
seblessa,0.009512485136741973,8,0.0019141215903762006,0.0011881290791318562,0.0,2,ollama,Bridge
3unnycheung,0.009512485136741973,8,0.0019141215903762006,0.0011881290791318562,0.0,2,ollama,Bridge
Dango233,0.005945303210463733,5,0.007777320165405206,0.0011826639954173393,0.0,9,ollama,Bridge
CberYellowstone,0.005945303210463733,5,0.007777320165405206,0.0011826639954173393,0.0,9,ollama,Bridge
Vilchis-Joshua,0.0047562425683709865,4,0.004460623568097894,0.00117858612792457,0.0,0,ollama,Bridge
di-su,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
Sariel2,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
Slim0729,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
Zijie-Tian,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
Julianlaue,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
CH0918,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
Hanif-adedotun,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
namp,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
xiaoxu193,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
li2109,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
luojiyin1987,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
fengerzh,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
YuBai630,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
akilcelen,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
clinchcc,0.0178359096313912,15,0.0,0.0011525458235109064,0.0,12,deepseek,Peripheral
hrishi-008,0.00356718192627824,3,0.0184420474491818,0.0011524354897425888,0.0,1,langchain,Bridge
vvidovic,0.0047562425683709865,5,0.0,0.0011508157609441331,0.0,0,ollama,Peripheral
orlyandico,0.0047562425683709865,5,0.0,0.0011508157609441331,0.0,0,ollama,Peripheral
Mario4272,0.0047562425683709865,4,0.00025737418121912645,0.0011333112008947727,0.0,0,ollama,Peripheral
ksmooi,0.0023781212841854932,3,0.0,0.001128888680483636,0.0,1,langchain,Peripheral
Potracheno,0.0047562425683709865,5,0.0,0.0011251111217537117,0.0,2,ollama,Peripheral
qits-kkruse,0.00356718192627824,3,0.004750580374837213,0.0011156198411589563,0.0,20,ollama,Bridge
melroy89,0.00356718192627824,3,0.002378121284185494,0.0010930108121085496,0.0,0,ollama,Bridge
JohnnyLeuthard,0.00356718192627824,3,0.002378121284185494,0.0010930108121085496,0.0,0,ollama,Bridge
James4Ever0,0.0023781212841854932,2,0.002378121284185494,0.0010825726149170506,0.0,0,ollama,Bridge
sieveLau,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
andemohit,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
dzprod,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
viotemp1,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
mannas006,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
Internaler,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
nishant0811,0.011890606420927466,10,6.959779551931751e-07,0.0010793358630116316,0.0,3,deepseek,Peripheral
Toolfolks,0.005945303210463733,5,0.0007939369402906868,0.0010731452918627783,0.0,0,ollama,Peripheral
devroopsaha744,0.005945303210463733,5,0.0007939369402906868,0.0010731452918627783,0.0,0,ollama,Peripheral
zengqingfu1442,0.005945303210463733,5,0.0,0.001071029670305291,0.0,10,ollama,Peripheral
zhiyanliu,0.005945303210463733,5,0.0,0.001071029670305291,0.0,10,ollama,Peripheral
pmarreck,0.005945303210463733,5,0.0,0.001071029670305291,0.0,10,ollama,Peripheral
bgort,0.005945303210463733,5,0.0,0.001071029670305291,0.0,10,ollama,Peripheral
Franspi-lol,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
magicgopher,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
Yomihay-qut,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
jatmi,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
dowdah,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
ococl,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
CaseMisty,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
BoBoooooo,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
Euclid-Jie,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
Odradecks,0.011890606420927466,10,0.0,0.0010578092374004544,0.0,17,deepseek,Peripheral
nuxil,0.0047562425683709865,4,0.00043414629389373774,0.0010576739355677752,0.0,15,ollama,Peripheral
belfie13,0.005945303210463733,5,0.0,0.0010566027322251883,0.0,2,ollama,Peripheral
GuiAmPm,0.005945303210463733,5,0.0,0.0010566027322251883,0.0,2,ollama,Peripheral
sammyf,0.005945303210463733,5,0.0,0.0010566027322251883,0.0,2,ollama,Peripheral
ryant00000,0.005945303210463733,5,0.0,0.0010566027322251883,0.0,2,ollama,Peripheral
cat-state,0.0047562425683709865,4,0.05276164052620698,0.0010555434198310358,0.0,8,deepseek,Bridge
nevakrien,0.0023781212841854932,4,0.0,0.0010517483862032893,0.0,0,ollama,Peripheral
bobqianic,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
hythl0day,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
ltato1,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
liuyujielol,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
kiranrs,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
RAPHCVR,0.010701545778834719,9,5.544231168488004e-07,0.0010512639337984043,0.0,3,deepseek,Peripheral
echarlaix,0.0023781212841854932,3,0.0,0.001039742022510848,0.0,1,langchain,Peripheral
aybdee,0.00356718192627824,3,0.0,0.0010396670175356008,0.0,1,langchain,Peripheral
turboslapper,0.00356718192627824,3,0.0,0.0010396670175356008,0.0,1,langchain,Peripheral
Thejaswi05,0.00356718192627824,3,0.0,0.0010396670175356008,0.0,1,langchain,Peripheral
ag2s20150909,0.00356718192627824,3,0.004654540861437416,0.0010244515678741713,0.0,0,ollama,Bridge
aaazv,0.00356718192627824,3,0.0,0.0010224137008997128,0.0,18,deepseek,Peripheral
javad-sh,0.00356718192627824,3,0.0,0.0010224137008997128,0.0,18,deepseek,Peripheral
diegoavidal,0.005945303210463733,5,0.0,0.0010205423668434386,0.0,4,deepseek,Peripheral
Cristian-Fuerte-Santas,0.005945303210463733,5,0.0,0.0010205423668434386,0.0,4,deepseek,Peripheral
murilobr,0.005945303210463733,5,0.0,0.0010205423668434386,0.0,4,deepseek,Peripheral
Antony-gitau,0.005945303210463733,5,0.0,0.0010205423668434386,0.0,4,deepseek,Peripheral
3bagorion33,0.005945303210463733,6,0.0015377573938810396,0.0010191360187018037,0.0,3,deepseek,Peripheral
somnifex,0.0047562425683709865,4,0.00024342201052503573,0.0010140945031643115,0.0,9,ollama,Peripheral
MaoXinn,0.0047562425683709865,4,0.0,0.0010061250913467885,0.0,8,deepseek,Peripheral
Juniper1021,0.0047562425683709865,4,0.0,0.0010061250913467885,0.0,8,deepseek,Peripheral
Mizersy,0.0047562425683709865,4,0.0,0.0010061250913467885,0.0,8,deepseek,Peripheral
yyren7,0.0047562425683709865,4,0.0,0.0010061250913467885,0.0,8,deepseek,Peripheral
rohanrlobo,0.0047562425683709865,4,0.0009654486338622387,0.0009903893304730926,0.0,9,ollama,Peripheral
makhlwf,0.0047562425683709865,4,0.0009654486338622387,0.0009903893304730926,0.0,9,ollama,Peripheral
blastewe,0.0047562425683709865,4,0.0009654486338622387,0.0009903893304730926,0.0,9,ollama,Peripheral
lucasmontec,0.0047562425683709865,4,2.3592473057395764e-06,0.0009896632562079388,0.0,0,ollama,Peripheral
dokicode,0.0047562425683709865,4,2.3592473057395764e-06,0.0009896632562079388,0.0,0,ollama,Peripheral
xyzBart,0.0047562425683709865,4,2.3592473057395764e-06,0.0009896632562079388,0.0,0,ollama,Peripheral
GaoYuan522,0.0047562425683709865,4,0.0,0.0009840080639312956,0.0,8,deepseek,Peripheral
yzhangchuck,0.0047562425683709865,4,0.0,0.0009840080639312956,0.0,8,deepseek,Peripheral
Soumyadas15,0.0047562425683709865,4,0.002378121284185494,0.0009823011755114778,0.0,5,deepseek,Bridge
c1tt1,0.0047562425683709865,4,0.0013608455328174712,0.0009768901958072391,0.0,0,ollama,Peripheral
iplayfast,0.0023781212841854932,3,0.002378121284185494,0.0009748082941160047,0.0,0,ollama,Bridge
SarangShelke2304,0.0023781212841854932,2,0.0,0.0009656086153083006,0.0,1,langchain,Peripheral
gopinadhpadi0532,0.0023781212841854932,2,0.0,0.0009656086153083006,0.0,1,langchain,Peripheral
coffeecoding,0.0047562425683709865,4,0.0005386275155727745,0.0009618666310725668,0.0,0,ollama,Peripheral
fralund,0.0047562425683709865,4,0.0005386275155727745,0.0009618666310725668,0.0,0,ollama,Peripheral
SquisherDerHeld,0.0047562425683709865,4,0.0005386275155727745,0.0009618666310725668,0.0,0,ollama,Peripheral
ading2210,0.0023781212841854932,2,0.0,0.0009603860499779885,0.0,19,ollama,Peripheral
ankh2054,0.0023781212841854932,2,0.0,0.0009603860499779885,0.0,19,ollama,Peripheral
rawathemant246,0.0023781212841854932,2,0.002378121284185494,0.0009423830760200372,0.0,1,langchain,Bridge
js-2024,0.0047562425683709865,4,0.0026539172942264405,0.0009412728366238444,0.0,0,ollama,Bridge
jasonkneen,0.0047562425683709865,4,0.030024158692410714,0.0009285247970925326,0.0,5,deepseek,Bridge
sageakshay22,0.00356718192627824,3,0.0,0.0009170988099283198,0.0,0,ollama,Peripheral
dbc2201,0.00356718192627824,3,0.0,0.0009170988099283198,0.0,0,ollama,Peripheral
regs01,0.0047562425683709865,4,0.002503233771118474,0.0009164716411714587,0.0,2,ollama,Bridge
passtock,0.0047562425683709865,4,0.002503233771118474,0.0009164716411714587,0.0,2,ollama,Bridge
MaroB05,0.00356718192627824,3,0.0,0.0009023994763992008,0.0,15,ollama,Peripheral
vt-alt,0.00356718192627824,3,0.004255063450010874,0.0008980981462564253,0.0,2,ollama,Bridge
OriginalGoku,0.00356718192627824,3,0.0,0.0008974794043130258,0.0,0,ollama,Peripheral
codelion,0.00356718192627824,3,0.0,0.0008974794043130258,0.0,0,ollama,Peripheral
ClaudiuCreanga,0.00356718192627824,3,0.0,0.0008974794043130258,0.0,0,ollama,Peripheral
chllei,0.0047562425683709865,4,0.0,0.000897045766192974,0.0,2,ollama,Peripheral
iSevenDays,0.0047562425683709865,4,0.0,0.000897045766192974,0.0,2,ollama,Peripheral
github-pmj,0.0047562425683709865,4,0.0,0.000897045766192974,0.0,2,ollama,Peripheral
lilyrosecarnation,0.0047562425683709865,4,0.0,0.000897045766192974,0.0,2,ollama,Peripheral
peperunas,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
mdovgialo,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
fabiounixpi,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
scd31,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
usernaamee,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
edwardsp,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
TriLoo,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
jwatte,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
pbella,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
dayphosphor,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
yxc0915,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
Alexandero89,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
UberMetroid,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
nyllewin,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
troed,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
MSR2201,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
JB-Bryant,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
Willian7004,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
DrGunnarMallon,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
Snehallaldas,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
bruno686,0.00356718192627824,3,0.0,0.0008851927860843863,0.0,0,ollama,Peripheral
msetbar,0.0023781212841854932,2,0.0,0.0008812421810776442,0.0,1,langchain,Peripheral
Meshwa428,0.00356718192627824,3,0.002193834878308491,0.0008663581482881806,0.0,0,ollama,Bridge
kaizau,0.00356718192627824,3,0.0,0.0008610322716926836,0.0,14,mixed,Peripheral
drmbt,0.00356718192627824,3,0.0,0.0008610322716926836,0.0,14,mixed,Peripheral
linh1987,0.0023781212841854932,2,0.0,0.0008607167936081767,0.0,20,ollama,Peripheral
tie-pilot-qxw,0.0023781212841854932,2,0.0,0.0008607167936081767,0.0,20,ollama,Peripheral
kientv,0.0023781212841854932,2,0.013342204103202906,0.0008579793584941858,0.0,1,langchain,Bridge
SvenMeyer,0.0023781212841854932,3,0.0,0.0008544775095509925,0.0,0,ollama,Peripheral
jiake55,0.0023781212841854932,3,0.0,0.0008544775095509925,0.0,0,ollama,Peripheral
ajunyo,0.0023781212841854932,3,0.0,0.0008544775095509925,0.0,0,ollama,Peripheral
jonmach,0.0023781212841854932,3,0.0,0.0008544775095509925,0.0,0,ollama,Peripheral
bdytx5,0.00356718192627824,3,0.002693882943585605,0.0008473146083645662,0.0,5,deepseek,Bridge
PotatoSpudowski,0.0023781212841854932,2,0.0,0.0008399460166011235,0.0,1,langchain,Peripheral
ziqizhang,0.0023781212841854932,2,0.0,0.0008399460166011235,0.0,1,langchain,Peripheral
enryteam,0.0023781212841854932,2,0.004750580374837213,0.000839754422120775,0.0,0,ollama,Bridge
SiewwenL,0.0047562425683709865,4,0.0,0.0008338618626484832,0.0,6,ollama,Peripheral
iqbalsyamsu,0.0047562425683709865,4,0.0,0.0008338618626484832,0.0,6,ollama,Peripheral
Tritonio,0.0047562425683709865,4,0.0,0.0008338618626484832,0.0,6,ollama,Peripheral
yoonsio,0.0023781212841854932,4,0.0,0.0008337802300679186,0.0,0,ollama,Peripheral
lipere123,0.0023781212841854932,2,0.0,0.0008303216834981977,0.0,9,ollama,Peripheral
Chapoly1305,0.0023781212841854932,2,0.0,0.0008303216834981977,0.0,9,ollama,Peripheral
x0wllaar,0.00356718192627824,3,0.0039086783778477414,0.0008287039258508058,0.0,0,ollama,Bridge
kwaa,0.00356718192627824,3,0.0039086783778477414,0.0008287039258508058,0.0,0,ollama,Bridge
gagb,0.00356718192627824,3,0.0039086783778477414,0.0008287039258508058,0.0,0,ollama,Bridge
afourney,0.00356718192627824,3,0.0039086783778477414,0.0008287039258508058,0.0,0,ollama,Bridge
liuliwei91,0.00356718192627824,3,0.0,0.0008222861741044114,0.0,6,ollama,Peripheral
viba1,0.00356718192627824,3,0.0,0.0008222861741044114,0.0,6,ollama,Peripheral
outis151,0.00356718192627824,3,0.0008222180172447012,0.0008193585748773658,0.0,0,ollama,Peripheral
guiguid,0.00356718192627824,3,0.0008222180172447012,0.0008193585748773658,0.0,0,ollama,Peripheral
yuanbaobaoo,0.0023781212841854932,2,0.0,0.0008141995708874092,0.0,0,ollama,Peripheral
Proteusiq,0.0023781212841854932,2,0.0,0.0008141995708874092,0.0,0,ollama,Peripheral
kirys,0.00356718192627824,3,0.001568427608855676,0.0008084887516003505,0.0,0,ollama,Peripheral
AndrewKvalheim,0.00356718192627824,3,0.001568427608855676,0.0008084887516003505,0.0,0,ollama,Peripheral
choperlizer,0.0047562425683709865,4,0.0,0.0008069135007375417,0.0,3,deepseek,Peripheral
BratanBlyat,0.0047562425683709865,4,0.0,0.0008069135007375417,0.0,3,deepseek,Peripheral
moglanrewaju,0.0047562425683709865,4,0.0,0.0008069135007375417,0.0,3,deepseek,Peripheral
mohit-217,0.0023781212841854932,2,0.001189060642092747,0.0008028664006731316,0.0,1,langchain,Peripheral
baotianxia,0.00356718192627824,3,0.0023531132627446546,0.0007943080982973309,0.0,0,ollama,Bridge
TheSongg,0.0011890606420927466,2,0.0,0.0007876451572605139,0.007845705674306152,1,langchain,Peripheral
MehdiZare,0.0011890606420927466,2,0.0,0.0007876451572605139,0.007845705674306152,1,langchain,Peripheral
AbhiramNS1,0.00356718192627824,3,0.020361342317347063,0.0007872545387367954,0.0,4,deepseek,Bridge
mrDzurb,0.0023781212841854932,2,0.0,0.0007836114248733722,0.0,1,langchain,Peripheral
dylanbouchard,0.0023781212841854932,2,0.0,0.0007836114248733722,0.0,1,langchain,Peripheral
lu-ohai,0.0023781212841854932,2,0.0,0.0007836114248733722,0.0,1,langchain,Peripheral
virenbajaj,0.0023781212841854932,2,0.0,0.0007836114248733722,0.0,1,langchain,Peripheral
MagMueller,0.00356718192627824,3,0.14207283468282267,0.0007746256151641995,0.0,5,deepseek,Bridge
Ramachandra-2k96,0.00356718192627824,3,1.6851766469568401e-06,0.0007691887789796432,0.0,9,ollama,Peripheral
Snify89,0.00356718192627824,3,1.6851766469568401e-06,0.0007691887789796432,0.0,9,ollama,Peripheral
mcmah309,0.0023781212841854932,2,0.0,0.0007672664191691262,0.0,15,ollama,Peripheral
ericmjl,0.0023781212841854932,2,0.0,0.0007672664191691262,0.0,15,ollama,Peripheral
g4challenge,0.00356718192627824,3,1.6851766469568401e-06,0.0007667371325390056,0.0,9,ollama,Peripheral
wjn1996,0.0047562425683709865,4,0.0,0.0007600628246040644,0.0,5,deepseek,Peripheral
PSilvestre,0.0047562425683709865,4,0.0,0.0007600628246040644,0.0,5,deepseek,Peripheral
hxypqr,0.0047562425683709865,4,0.0,0.0007600628246040644,0.0,5,deepseek,Peripheral
indigotechtutorials,0.00356718192627824,3,0.0037477333928028368,0.0007600301105890356,0.0,2,ollama,Bridge
wyzanski,0.0047562425683709865,4,0.0,0.0007595061987311239,0.0,6,ollama,Peripheral
leo-pony,0.0047562425683709865,4,0.0,0.0007595061987311239,0.0,6,ollama,Peripheral
hipudding,0.0047562425683709865,4,0.0,0.0007595061987311239,0.0,6,ollama,Peripheral
hotwa,0.0047562425683709865,4,0.0,0.0007595061987311239,0.0,6,ollama,Peripheral
xihuai18,0.0023781212841854932,2,0.0071173772719551566,0.0007569342896364439,0.0,19,ollama,Bridge
WSQsGithub,0.0023781212841854932,2,0.02158782062170878,0.0007553599879878512,0.007845705674306152,1,langchain,Bridge
abhishekpatil4,0.0023781212841854932,2,0.02158782062170878,0.0007553599879878512,0.0,1,langchain,Bridge
Tilak321-droid,0.0023781212841854932,2,0.0,0.000754536743305663,0.0,0,ollama,Peripheral
abhay-0912,0.0023781212841854932,2,0.0,0.000754536743305663,0.0,0,ollama,Peripheral
marekk1717,0.0023781212841854932,2,0.0,0.0007519415040820653,0.0,14,mixed,Peripheral
soerenkampschroer,0.0023781212841854932,2,0.0,0.0007519415040820653,0.0,14,mixed,Peripheral
callcter,0.00356718192627824,3,0.0,0.0007503510711337055,0.0,2,ollama,Peripheral
kunchenguid,0.00356718192627824,3,0.0,0.0007503510711337055,0.0,2,ollama,Peripheral
anxkhn,0.00356718192627824,3,0.0,0.0007503510711337055,0.0,2,ollama,Peripheral
neteroster,0.0023781212841854932,2,0.0,0.0007490657922982361,0.0,18,deepseek,Peripheral
yangxin60-tal,0.0023781212841854932,2,0.0,0.0007490657922982361,0.0,18,deepseek,Peripheral
hogo-mini,0.0047562425683709865,4,0.030473925598776975,0.000747757635617861,0.0,4,deepseek,Bridge
vipinsinghbagri,0.00356718192627824,3,0.0,0.0007475720628312237,0.0,3,deepseek,Peripheral
Jason-M-Ma,0.00356718192627824,3,0.0,0.0007475720628312237,0.0,3,deepseek,Peripheral
shuaige9773,0.00356718192627824,3,0.0,0.0007475720628312237,0.0,3,deepseek,Peripheral
Jofthomas,0.0023781212841854932,2,0.001189060642092747,0.0007451717419310821,0.0,1,langchain,Peripheral
viktorashi,0.00713436385255648,6,0.00026286519003523097,0.0007412126111540202,0.0,4,deepseek,Peripheral
ruze00,0.00356718192627824,3,0.0018769421658252977,0.0007400478711665859,0.0,2,ollama,Bridge
SongPing,0.00356718192627824,3,0.0018769421658252977,0.0007400478711665859,0.0,2,ollama,Bridge
lpestov,0.00713436385255648,6,0.00010200721492551067,0.0007391744995409984,0.0,4,deepseek,Peripheral
Cuthead,0.00713436385255648,6,0.00010200721492551067,0.0007391744995409984,0.0,4,deepseek,Peripheral
eduardo-moro,0.00713436385255648,6,0.00010200721492551067,0.0007391744995409984,0.0,4,deepseek,Peripheral
baibizhe,0.00713436385255648,6,5.977975211031096e-05,0.0007344520724891761,0.0,4,deepseek,Peripheral
hdsnzsr,0.00356718192627824,3,0.010937208655447415,0.000728799099901649,0.0,6,ollama,Bridge
rjmalagon,0.00356718192627824,3,0.010937208655447415,0.000728799099901649,0.0,6,ollama,Bridge
zinongli,0.005945303210463733,5,5.347627226343042e-06,0.0007260563024906969,0.0,4,deepseek,Peripheral
BlueSkyXN,0.005945303210463733,5,5.347627226343042e-06,0.0007260563024906969,0.0,4,deepseek,Peripheral
ryanmeowy,0.005945303210463733,5,5.347627226343042e-06,0.0007260563024906969,0.0,4,deepseek,Peripheral
sycured,0.005945303210463733,5,5.347627226343042e-06,0.0007260563024906969,0.0,4,deepseek,Peripheral
kth8,0.00356718192627824,3,0.0,0.0007245109088118071,0.0,10,ollama,Peripheral
sammcj,0.00356718192627824,3,0.0,0.0007245109088118071,0.0,10,ollama,Peripheral
RixPrajapati,0.0047562425683709865,4,3.704018270011138e-06,0.0007214369970840807,0.0,3,deepseek,Peripheral
Siddhant231xyz,0.0023781212841854932,2,0.00010946907498631637,0.000700681409523824,0.0,1,langchain,Peripheral
ehartford,0.0023781212841854932,2,0.0,0.000700323677607161,0.0,9,ollama,Peripheral
AlexKlimaj,0.0023781212841854932,2,0.0,0.0006982931694072276,0.0,9,ollama,Peripheral
zakk616,0.0023781212841854932,2,0.0,0.0006982931694072276,0.0,9,ollama,Peripheral
danielithomas,0.0023781212841854932,2,0.0,0.0006931632516305063,0.0,0,ollama,Peripheral
systemofapwne,0.0023781212841854932,2,0.0,0.0006931632516305063,0.0,0,ollama,Peripheral
Cyanic,0.0023781212841854932,2,0.0,0.0006931296736447429,0.0,0,ollama,Peripheral
dlasky,0.0023781212841854932,2,0.0,0.0006931296736447429,0.0,0,ollama,Peripheral
msmaromi,0.0023781212841854932,2,0.0,0.0006895244829363063,0.0,14,mixed,Peripheral
KEKweb,0.0023781212841854932,2,0.0,0.0006895244829363063,0.0,14,mixed,Peripheral
adriaanjoubert,0.0023781212841854932,2,0.0,0.0006895244829363063,0.0,14,mixed,Peripheral
p-siatos,0.0023781212841854932,2,0.0,0.0006895244829363063,0.0,14,mixed,Peripheral
tommykmusic,0.00356718192627824,3,0.0,0.0006761446678492735,0.0,5,deepseek,Peripheral
BenRacicot,0.00356718192627824,3,0.0,0.0006761446678492735,0.0,5,deepseek,Peripheral
suncloudsmoon,0.0023781212841854932,2,0.0,0.0006760526972215146,0.0,0,ollama,Peripheral
codefromthecrypt,0.0023781212841854932,2,0.0,0.0006760526972215146,0.0,0,ollama,Peripheral
efijoon,0.00356718192627824,3,0.0,0.000674179836464017,0.0,3,deepseek,Peripheral
Kakad3v,0.00356718192627824,3,0.0,0.000674179836464017,0.0,3,deepseek,Peripheral
scottdeift,0.00356718192627824,3,0.0,0.000674179836464017,0.0,3,deepseek,Peripheral
guytechw,0.0023781212841854932,2,0.0,0.0006730536076399061,0.0,0,ollama,Peripheral
wydgetlabsadmin,0.00356718192627824,3,0.0,0.0006716955288823003,0.0,5,deepseek,Peripheral
murshudov,0.00356718192627824,3,0.0,0.0006716955288823003,0.0,5,deepseek,Peripheral
MaximPerry,0.0023781212841854932,2,0.0,0.0006696815215178344,0.0,0,ollama,Peripheral
TungstenWolframite,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
igorschlum,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
abhishek-syno,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
AutistiCoder,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
kreier,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
blueApple12,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
SunwonHong96,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Jetbuzz,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
balajeek,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
ProjectMoon,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
NLP-man,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
adarshmadrecha,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
kanishkaditya,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
RustoMCSpit,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
hey-august,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Siddhesh-Agarwal,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
github12101,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Notbici,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
bhnan,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
leobenkel,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
rz1027,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
ppereirasky,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
Freemorger,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
MHugonKaliop,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
ajm896,0.0023781212841854932,2,0.0,0.0006668669555963903,0.0,0,ollama,Peripheral
